genre,window_start,window_end,window_label,n_tracks,major_share
progressive rock,1974,1978,1974_1978,216,0.6805555555555556
progressive rock,1975,1979,1975_1979,205,0.7073170731707317
progressive rock,1976,1980,1976_1980,187,0.7112299465240641
progressive rock,1977,1981,1977_1981,169,0.727810650887574
progressive rock,1978,1982,1978_1982,168,0.6904761904761905
progressive rock,1979,1983,1979_1983,155,0.6774193548387096
progressive rock,1980,1984,1980_1984,134,0.6492537313432836
progressive rock,1981,1985,1981_1985,121,0.628099173553719
progressive rock,1982,1986,1982_1986,108,0.6759259259259259
progressive rock,1983,1987,1983_1987,83,0.7469879518072289
progressive rock,1984,1988,1984_1988,66,0.7272727272727273
progressive rock,1985,1989,1985_1989,55,0.7454545454545455
progressive rock,1986,1990,1986_1990,47,0.8085106382978723
progressive rock,1987,1991,1987_1991,42,0.7142857142857143
progressive rock,1988,1992,1988_1992,41,0.6341463414634146
progressive rock,1989,1993,1989_1993,48,0.6458333333333334
progressive rock,1990,1994,1990_1994,55,0.6181818181818182
progressive rock,1991,1995,1991_1995,64,0.59375
progressive rock,1992,1996,1992_1996,68,0.5882352941176471
progressive rock,1993,1997,1993_1997,56,0.5535714285714286
progressive rock,1994,1998,1994_1998,48,0.5208333333333334
progressive rock,1995,1999,1995_1999,47,0.574468085106383
progressive rock,1996,2000,1996_2000,57,0.6140350877192983
progressive rock,1997,2001,1997_2001,50,0.58
progressive rock,1998,2002,1998_2002,72,0.5277777777777778
progressive rock,1999,2003,1999_2003,103,0.49514563106796117
progressive rock,2000,2004,2000_2004,128,0.5078125
progressive rock,2001,2005,2001_2005,135,0.48148148148148145
progressive rock,2002,2006,2002_2006,161,0.5093167701863354
progressive rock,2003,2007,2003_2007,181,0.5414364640883977
progressive rock,2004,2008,2004_2008,175,0.5657142857142857
progressive rock,2005,2009,2005_2009,175,0.5314285714285715
progressive rock,2006,2010,2006_2010,169,0.5266272189349113
progressive rock,2007,2011,2007_2011,161,0.515527950310559
progressive rock,2008,2012,2008_2012,165,0.5393939393939394
progressive rock,2009,2013,2009_2013,176,0.5454545454545454
progressive rock,2010,2014,2010_2014,195,0.5846153846153846
progressive rock,2011,2015,2011_2015,247,0.5951417004048583
progressive rock,2012,2016,2012_2016,278,0.5611510791366906
progressive rock,2013,2017,2013_2017,298,0.5369127516778524
progressive rock,2014,2018,2014_2018,355,0.5126760563380282
progressive rock,2015,2019,2015_2019,318,0.5
psychedelic rock,1963,1967,1963_1967,104,0.7307692307692307
psychedelic rock,1964,1968,1964_1968,160,0.75
psychedelic rock,1965,1969,1965_1969,181,0.7403314917127072
psychedelic rock,1966,1970,1966_1970,207,0.7391304347826086
psychedelic rock,1967,1971,1967_1971,205,0.7317073170731707
psychedelic rock,1968,1972,1968_1972,130,0.7230769230769231
psychedelic rock,1969,1973,1969_1973,89,0.6741573033707865
psychedelic rock,1970,1974,1970_1974,82,0.7073170731707317
psychedelic rock,1971,1975,1971_1975,65,0.6461538461538462
psychedelic rock,1972,1976,1972_1976,54,0.6296296296296297
psychedelic rock,1973,1977,1973_1977,47,0.5957446808510638
psychedelic rock,1974,1978,1974_1978,35,0.5714285714285714
psychedelic rock,1975,1979,1975_1979,46,0.5217391304347826
psychedelic rock,1976,1980,1976_1980,35,0.5714285714285714
psychedelic rock,1977,1981,1977_1981,35,0.6
psychedelic rock,1978,1982,1978_1982,32,0.65625
psychedelic rock,1979,1983,1979_1983,38,0.7105263157894737
psychedelic rock,1983,1987,1983_1987,22,0.9090909090909091
psychedelic rock,1986,1990,1986_1990,20,0.85
psychedelic rock,1987,1991,1987_1991,23,0.8695652173913043
psychedelic rock,1988,1992,1988_1992,20,0.85
psychedelic rock,1989,1993,1989_1993,27,0.7407407407407407
psychedelic rock,1990,1994,1990_1994,45,0.6888888888888889
psychedelic rock,1991,1995,1991_1995,55,0.6181818181818182
psychedelic rock,1992,1996,1992_1996,62,0.5806451612903226
psychedelic rock,1993,1997,1993_1997,59,0.559322033898305
psychedelic rock,1994,1998,1994_1998,54,0.5925925925925926
psychedelic rock,1995,1999,1995_1999,43,0.5813953488372093
psychedelic rock,1996,2000,1996_2000,29,0.6206896551724138
psychedelic rock,1997,2001,1997_2001,25,0.6
psychedelic rock,1998,2002,1998_2002,30,0.5666666666666667
psychedelic rock,1999,2003,1999_2003,33,0.5151515151515151
psychedelic rock,2000,2004,2000_2004,47,0.574468085106383
psychedelic rock,2001,2005,2001_2005,48,0.5833333333333334
psychedelic rock,2002,2006,2002_2006,58,0.6206896551724138
psychedelic rock,2003,2007,2003_2007,60,0.6
psychedelic rock,2004,2008,2004_2008,71,0.647887323943662
psychedelic rock,2005,2009,2005_2009,79,0.569620253164557
psychedelic rock,2006,2010,2006_2010,118,0.6016949152542372
psychedelic rock,2007,2011,2007_2011,134,0.582089552238806
psychedelic rock,2008,2012,2008_2012,168,0.5833333333333334
psychedelic rock,2009,2013,2009_2013,215,0.586046511627907
psychedelic rock,2010,2014,2010_2014,256,0.59765625
psychedelic rock,2011,2015,2011_2015,282,0.599290780141844
psychedelic rock,2012,2016,2012_2016,329,0.6413373860182371
psychedelic rock,2013,2017,2013_2017,374,0.6363636363636364
psychedelic rock,2014,2018,2014_2018,376,0.6329787234042553
psychedelic rock,2015,2019,2015_2019,332,0.641566265060241
punk,1969,1973,1969_1973,27,0.7037037037037037
punk,1970,1974,1970_1974,21,0.7142857142857143
punk,1971,1975,1971_1975,21,0.7142857142857143
punk,1972,1976,1972_1976,42,0.7142857142857143
punk,1973,1977,1973_1977,114,0.7807017543859649
punk,1974,1978,1974_1978,147,0.7891156462585034
punk,1975,1979,1975_1979,208,0.7692307692307693
punk,1976,1980,1976_1980,224,0.78125
punk,1977,1981,1977_1981,217,0.7788018433179723
punk,1978,1982,1978_1982,192,0.75
punk,1979,1983,1979_1983,149,0.7449664429530202
punk,1980,1984,1980_1984,98,0.7551020408163265
punk,1981,1985,1981_1985,93,0.7096774193548387
punk,1982,1986,1982_1986,102,0.7450980392156863
punk,1983,1987,1983_1987,62,0.7580645161290323
punk,1984,1988,1984_1988,75,0.7733333333333333
punk,1985,1989,1985_1989,94,0.7978723404255319
punk,1986,1990,1986_1990,99,0.8181818181818182
punk,1987,1991,1987_1991,97,0.8144329896907216
punk,1988,1992,1988_1992,133,0.7744360902255639
punk,1989,1993,1989_1993,143,0.7342657342657343
punk,1990,1994,1990_1994,180,0.7444444444444445
punk,1991,1995,1991_1995,213,0.7370892018779343
punk,1992,1996,1992_1996,227,0.7444933920704846
punk,1993,1997,1993_1997,256,0.78125
punk,1994,1998,1994_1998,262,0.7977099236641222
punk,1995,1999,1995_1999,221,0.7828054298642534
punk,1996,2000,1996_2000,230,0.7739130434782608
punk,1997,2001,1997_2001,258,0.7790697674418605
punk,1998,2002,1998_2002,276,0.7898550724637681
punk,1999,2003,1999_2003,334,0.7784431137724551
punk,2000,2004,2000_2004,409,0.7775061124694377
punk,2001,2005,2001_2005,398,0.7814070351758794
punk,2002,2006,2002_2006,394,0.748730964467005
punk,2003,2007,2003_2007,355,0.6957746478873239
punk,2004,2008,2004_2008,306,0.696078431372549
punk,2005,2009,2005_2009,264,0.7045454545454546
punk,2006,2010,2006_2010,257,0.7003891050583657
punk,2007,2011,2007_2011,250,0.732
punk,2008,2012,2008_2012,251,0.7609561752988048
punk,2009,2013,2009_2013,264,0.7386363636363636
punk,2010,2014,2010_2014,266,0.7443609022556391
punk,2011,2015,2011_2015,291,0.7628865979381443
punk,2012,2016,2012_2016,348,0.764367816091954
punk,2013,2017,2013_2017,433,0.7944572748267898
punk,2014,2018,2014_2018,592,0.8091216216216216
punk,2015,2019,2015_2019,599,0.7996661101836394
rap,1984,1988,1984_1988,23,0.5652173913043478
rap,1985,1989,1985_1989,30,0.5666666666666667
rap,1986,1990,1986_1990,46,0.5217391304347826
rap,1987,1991,1987_1991,50,0.52
rap,1988,1992,1988_1992,59,0.5254237288135594
rap,1989,1993,1989_1993,67,0.5671641791044776
rap,1990,1994,1990_1994,87,0.5287356321839081
rap,1991,1995,1991_1995,100,0.52
rap,1992,1996,1992_1996,114,0.5263157894736842
rap,1993,1997,1993_1997,119,0.5378151260504201
rap,1994,1998,1994_1998,115,0.5043478260869565
rap,1995,1999,1995_1999,125,0.528
rap,1996,2000,1996_2000,127,0.5118110236220472
rap,1997,2001,1997_2001,134,0.5223880597014925
rap,1998,2002,1998_2002,162,0.5185185185185185
rap,1999,2003,1999_2003,170,0.5294117647058824
rap,2000,2004,2000_2004,198,0.5353535353535354
rap,2001,2005,2001_2005,215,0.5627906976744186
rap,2002,2006,2002_2006,215,0.5674418604651162
rap,2003,2007,2003_2007,201,0.5671641791044776
rap,2004,2008,2004_2008,206,0.5436893203883495
rap,2005,2009,2005_2009,192,0.5260416666666666
rap,2006,2010,2006_2010,231,0.5454545454545454
rap,2007,2011,2007_2011,285,0.5333333333333333
rap,2008,2012,2008_2012,349,0.5386819484240688
rap,2009,2013,2009_2013,466,0.5600858369098712
rap,2010,2014,2010_2014,556,0.5503597122302158
rap,2011,2015,2011_2015,665,0.5428571428571428
rap,2012,2016,2012_2016,985,0.5593908629441624
rap,2013,2017,2013_2017,1652,0.5478208232445521
rap,2014,2018,2014_2018,2476,0.5411954765751211
rap,2015,2019,2015_2019,2631,0.5492208285822882
reggae,1969,1973,1969_1973,28,0.7142857142857143
reggae,1970,1974,1970_1974,28,0.6428571428571429
reggae,1971,1975,1971_1975,29,0.6206896551724138
reggae,1972,1976,1972_1976,42,0.5476190476190477
reggae,1973,1977,1973_1977,63,0.5238095238095238
reggae,1974,1978,1974_1978,61,0.4426229508196721
reggae,1975,1979,1975_1979,68,0.4411764705882353
reggae,1976,1980,1976_1980,86,0.47674418604651164
reggae,1977,1981,1977_1981,76,0.5
reggae,1978,1982,1978_1982,58,0.5172413793103449
reggae,1979,1983,1979_1983,49,0.6122448979591837
reggae,1980,1984,1980_1984,43,0.627906976744186
reggae,1981,1985,1981_1985,25,0.64
reggae,1982,1986,1982_1986,23,0.6521739130434783
reggae,1983,1987,1983_1987,23,0.6086956521739131
reggae,1984,1988,1984_1988,21,0.6666666666666666
reggae,1990,1994,1990_1994,26,0.5769230769230769
reggae,1991,1995,1991_1995,30,0.5666666666666667
reggae,1992,1996,1992_1996,38,0.5789473684210527
reggae,1993,1997,1993_1997,47,0.6595744680851063
reggae,1994,1998,1994_1998,59,0.576271186440678
reggae,1995,1999,1995_1999,56,0.5178571428571429
reggae,1996,2000,1996_2000,67,0.5522388059701493
reggae,1997,2001,1997_2001,79,0.4936708860759494
reggae,1998,2002,1998_2002,93,0.4946236559139785
reggae,1999,2003,1999_2003,90,0.5444444444444444
reggae,2000,2004,2000_2004,89,0.550561797752809
reggae,2001,2005,2001_2005,98,0.4897959183673469
reggae,2002,2006,2002_2006,106,0.4811320754716981
reggae,2003,2007,2003_2007,103,0.4174757281553398
reggae,2004,2008,2004_2008,113,0.3805309734513274
reggae,2005,2009,2005_2009,123,0.4065040650406504
reggae,2006,2010,2006_2010,119,0.42016806722689076
reggae,2007,2011,2007_2011,112,0.48214285714285715
reggae,2008,2012,2008_2012,133,0.46616541353383456
reggae,2009,2013,2009_2013,164,0.4817073170731707
reggae,2010,2014,2010_2014,170,0.4588235294117647
reggae,2011,2015,2011_2015,180,0.4888888888888889
reggae,2012,2016,2012_2016,201,0.4577114427860697
reggae,2013,2017,2013_2017,208,0.46153846153846156
reggae,2014,2018,2014_2018,213,0.4694835680751174
reggae,2015,2019,2015_2019,201,0.46766169154228854
rock,1955,1959,1955_1959,22,0.9090909090909091
rock,1956,1960,1956_1960,26,0.8461538461538461
rock,1957,1961,1957_1961,21,0.8571428571428571
rock,1958,1962,1958_1962,22,0.8636363636363636
rock,1959,1963,1959_1963,22,0.7727272727272727
rock,1960,1964,1960_1964,21,0.8095238095238095
rock,1961,1965,1961_1965,25,0.76
rock,1962,1966,1962_1966,23,0.7391304347826086
rock,1963,1967,1963_1967,30,0.7
rock,1964,1968,1964_1968,26,0.6923076923076923
rock,1965,1969,1965_1969,29,0.6896551724137931
rock,1966,1970,1966_1970,32,0.71875
rock,1967,1971,1967_1971,36,0.7222222222222222
rock,1968,1972,1968_1972,39,0.7435897435897436
rock,1969,1973,1969_1973,48,0.75
rock,1970,1974,1970_1974,46,0.717391304347826
rock,1971,1975,1971_1975,39,0.7692307692307693
rock,1972,1976,1972_1976,42,0.7619047619047619
rock,1973,1977,1973_1977,36,0.7777777777777778
rock,1974,1978,1974_1978,27,0.7407407407407407
rock,1975,1979,1975_1979,37,0.7297297297297297
rock,1976,1980,1976_1980,39,0.6666666666666666
rock,1977,1981,1977_1981,46,0.717391304347826
rock,1978,1982,1978_1982,55,0.7090909090909091
rock,1979,1983,1979_1983,58,0.7413793103448276
rock,1980,1984,1980_1984,64,0.75
rock,1981,1985,1981_1985,78,0.782051282051282
rock,1982,1986,1982_1986,91,0.7582417582417582
rock,1983,1987,1983_1987,110,0.7545454545454545
rock,1984,1988,1984_1988,135,0.7333333333333333
rock,1985,1989,1985_1989,163,0.7423312883435583
rock,1986,1990,1986_1990,188,0.7287234042553191
rock,1987,1991,1987_1991,200,0.715
rock,1988,1992,1988_1992,211,0.7203791469194313
rock,1989,1993,1989_1993,247,0.728744939271255
rock,1990,1994,1990_1994,275,0.7272727272727273
rock,1991,1995,1991_1995,352,0.7357954545454546
rock,1992,1996,1992_1996,392,0.7372448979591837
rock,1993,1997,1993_1997,431,0.7354988399071926
rock,1994,1998,1994_1998,421,0.7292161520190024
rock,1995,1999,1995_1999,408,0.7205882352941176
rock,1996,2000,1996_2000,365,0.7041095890410959
rock,1997,2001,1997_2001,362,0.7099447513812155
rock,1998,2002,1998_2002,371,0.6846361185983828
rock,1999,2003,1999_2003,400,0.6775
rock,2000,2004,2000_2004,435,0.6827586206896552
rock,2001,2005,2001_2005,483,0.6811594202898551
rock,2002,2006,2002_2006,513,0.6510721247563352
rock,2003,2007,2003_2007,576,0.65625
rock,2004,2008,2004_2008,617,0.653160453808752
rock,2005,2009,2005_2009,671,0.6512667660208644
rock,2006,2010,2006_2010,669,0.6532137518684604
rock,2007,2011,2007_2011,740,0.6837837837837838
rock,2008,2012,2008_2012,742,0.6846361185983828
rock,2009,2013,2009_2013,817,0.6976744186046512
rock,2010,2014,2010_2014,825,0.6775757575757576
rock,2011,2015,2011_2015,885,0.6757062146892655
rock,2012,2016,2012_2016,928,0.6540948275862069
rock,2013,2017,2013_2017,978,0.6370143149284253
rock,2014,2018,2014_2018,1012,0.6264822134387352
rock,2015,2019,2015_2019,952,0.6407563025210085
samba,1963,1967,1963_1967,20,0.45
samba,1964,1968,1964_1968,20,0.45
samba,1965,1969,1965_1969,29,0.4827586206896552
samba,1966,1970,1966_1970,33,0.5151515151515151
samba,1967,1971,1967_1971,36,0.5555555555555556
samba,1968,1972,1968_1972,48,0.5833333333333334
samba,1969,1973,1969_1973,47,0.6170212765957447
samba,1970,1974,1970_1974,57,0.631578947368421
samba,1971,1975,1971_1975,67,0.5671641791044776
samba,1972,1976,1972_1976,66,0.5454545454545454
samba,1973,1977,1973_1977,63,0.5396825396825397
samba,1974,1978,1974_1978,62,0.5483870967741935
samba,1975,1979,1975_1979,48,0.5208333333333334
samba,1976,1980,1976_1980,39,0.5897435897435898
samba,1977,1981,1977_1981,34,0.7058823529411765
samba,1978,1982,1978_1982,20,0.7
samba,1990,1994,1990_1994,26,0.6153846153846154
samba,1991,1995,1991_1995,31,0.6129032258064516
samba,1992,1996,1992_1996,33,0.6060606060606061
samba,1993,1997,1993_1997,31,0.7419354838709677
samba,1994,1998,1994_1998,35,0.7142857142857143
samba,1995,1999,1995_1999,53,0.6792452830188679
samba,1996,2000,1996_2000,66,0.696969696969697
samba,1997,2001,1997_2001,77,0.7012987012987013
samba,1998,2002,1998_2002,83,0.6506024096385542
samba,1999,2003,1999_2003,90,0.6666666666666666
samba,2000,2004,2000_2004,74,0.6486486486486487
samba,2001,2005,2001_2005,80,0.65
samba,2002,2006,2002_2006,80,0.575
samba,2003,2007,2003_2007,95,0.5684210526315789
samba,2004,2008,2004_2008,91,0.5274725274725275
samba,2005,2009,2005_2009,86,0.5465116279069767
samba,2006,2010,2006_2010,66,0.5
samba,2007,2011,2007_2011,77,0.5844155844155844
samba,2008,2012,2008_2012,71,0.5774647887323944
samba,2009,2013,2009_2013,77,0.5974025974025974
samba,2010,2014,2010_2014,90,0.5333333333333333
samba,2011,2015,2011_2015,109,0.5321100917431193
samba,2012,2016,2012_2016,110,0.509090909090909
samba,2013,2017,2013_2017,110,0.5454545454545454
samba,2014,2018,2014_2018,120,0.575
samba,2015,2019,2015_2019,106,0.6132075471698113
shoegaze,1981,1985,1981_1985,25,0.64
shoegaze,1982,1986,1982_1986,28,0.6071428571428571
shoegaze,1983,1987,1983_1987,33,0.696969696969697
shoegaze,1984,1988,1984_1988,47,0.723404255319149
shoegaze,1985,1989,1985_1989,53,0.7924528301886793
shoegaze,1986,1990,1986_1990,92,0.7717391304347826
shoegaze,1987,1991,1987_1991,123,0.7723577235772358
shoegaze,1988,1992,1988_1992,158,0.7278481012658228
shoegaze,1989,1993,1989_1993,191,0.7068062827225131
shoegaze,1990,1994,1990_1994,215,0.6511627906976745
shoegaze,1991,1995,1991_1995,191,0.6492146596858639
shoegaze,1992,1996,1992_1996,176,0.6363636363636364
shoegaze,1993,1997,1993_1997,141,0.6453900709219859
shoegaze,1994,1998,1994_1998,100,0.67
shoegaze,1995,1999,1995_1999,66,0.7727272727272727
shoegaze,1996,2000,1996_2000,48,0.7083333333333334
shoegaze,1997,2001,1997_2001,40,0.725
shoegaze,1998,2002,1998_2002,32,0.6875
shoegaze,1999,2003,1999_2003,50,0.68
shoegaze,2000,2004,2000_2004,64,0.734375
shoegaze,2001,2005,2001_2005,69,0.7536231884057971
shoegaze,2002,2006,2002_2006,93,0.7741935483870968
shoegaze,2003,2007,2003_2007,132,0.7045454545454546
shoegaze,2004,2008,2004_2008,151,0.7218543046357616
shoegaze,2005,2009,2005_2009,180,0.6888888888888889
shoegaze,2006,2010,2006_2010,242,0.6694214876033058
shoegaze,2007,2011,2007_2011,297,0.6599326599326599
shoegaze,2008,2012,2008_2012,348,0.6580459770114943
shoegaze,2009,2013,2009_2013,362,0.6519337016574586
shoegaze,2010,2014,2010_2014,402,0.6666666666666666
shoegaze,2011,2015,2011_2015,424,0.6957547169811321
shoegaze,2012,2016,2012_2016,455,0.6901098901098901
shoegaze,2013,2017,2013_2017,494,0.7246963562753036
shoegaze,2014,2018,2014_2018,562,0.7153024911032029
shoegaze,2015,2019,2015_2019,524,0.7137404580152672
singer-songwriter,1960,1964,1960_1964,20,0.9
singer-songwriter,1961,1965,1961_1965,36,0.8888888888888888
singer-songwriter,1962,1966,1962_1966,43,0.8604651162790697
singer-songwriter,1963,1967,1963_1967,63,0.7777777777777778
singer-songwriter,1964,1968,1964_1968,72,0.7083333333333334
singer-songwriter,1965,1969,1965_1969,101,0.7227722772277227
singer-songwriter,1966,1970,1966_1970,127,0.6771653543307087
singer-songwriter,1967,1971,1967_1971,160,0.7
singer-songwriter,1968,1972,1968_1972,157,0.7261146496815286
singer-songwriter,1969,1973,1969_1973,164,0.7621951219512195
singer-songwriter,1970,1974,1970_1974,141,0.7304964539007093
singer-songwriter,1971,1975,1971_1975,109,0.7706422018348624
singer-songwriter,1972,1976,1972_1976,82,0.7439024390243902
singer-songwriter,1973,1977,1973_1977,71,0.7323943661971831
singer-songwriter,1974,1978,1974_1978,68,0.6176470588235294
singer-songwriter,1975,1979,1975_1979,56,0.6607142857142857
singer-songwriter,1976,1980,1976_1980,53,0.6037735849056604
singer-songwriter,1977,1981,1977_1981,41,0.6097560975609756
singer-songwriter,1978,1982,1978_1982,38,0.5789473684210527
singer-songwriter,1979,1983,1979_1983,24,0.7083333333333334
singer-songwriter,1980,1984,1980_1984,20,0.65
singer-songwriter,1981,1985,1981_1985,29,0.6551724137931034
singer-songwriter,1982,1986,1982_1986,31,0.6129032258064516
singer-songwriter,1983,1987,1983_1987,38,0.631578947368421
singer-songwriter,1984,1988,1984_1988,50,0.64
singer-songwriter,1985,1989,1985_1989,68,0.6911764705882353
singer-songwriter,1986,1990,1986_1990,54,0.7407407407407407
singer-songwriter,1987,1991,1987_1991,61,0.7704918032786885
singer-songwriter,1988,1992,1988_1992,75,0.8
singer-songwriter,1989,1993,1989_1993,85,0.7529411764705882
singer-songwriter,1990,1994,1990_1994,112,0.6964285714285714
singer-songwriter,1991,1995,1991_1995,153,0.7124183006535948
singer-songwriter,1992,1996,1992_1996,175,0.7085714285714285
singer-songwriter,1993,1997,1993_1997,178,0.6797752808988764
singer-songwriter,1994,1998,1994_1998,216,0.6759259259259259
singer-songwriter,1995,1999,1995_1999,200,0.675
singer-songwriter,1996,2000,1996_2000,211,0.6398104265402843
singer-songwriter,1997,2001,1997_2001,241,0.6431535269709544
singer-songwriter,1998,2002,1998_2002,283,0.6607773851590106
singer-songwriter,1999,2003,1999_2003,299,0.6923076923076923
singer-songwriter,2000,2004,2000_2004,391,0.6879795396419437
singer-songwriter,2001,2005,2001_2005,510,0.6980392156862745
singer-songwriter,2002,2006,2002_2006,587,0.706984667802385
singer-songwriter,2003,2007,2003_2007,735,0.7183673469387755
singer-songwriter,2004,2008,2004_2008,780,0.717948717948718
singer-songwriter,2005,2009,2005_2009,777,0.7348777348777349
singer-songwriter,2006,2010,2006_2010,692,0.7514450867052023
singer-songwriter,2007,2011,2007_2011,673,0.7429420505200595
singer-songwriter,2008,2012,2008_2012,579,0.7478411053540587
singer-songwriter,2009,2013,2009_2013,587,0.7529812606473595
singer-songwriter,2010,2014,2010_2014,637,0.7378335949764521
singer-songwriter,2011,2015,2011_2015,708,0.7076271186440678
singer-songwriter,2012,2016,2012_2016,794,0.698992443324937
singer-songwriter,2013,2017,2013_2017,991,0.6922300706357215
singer-songwriter,2014,2018,2014_2018,1287,0.6767676767676768
singer-songwriter,2015,2019,2015_2019,1302,0.6766513056835638
soft rock,1967,1971,1967_1971,21,0.8095238095238095
soft rock,1968,1972,1968_1972,42,0.6904761904761905
soft rock,1969,1973,1969_1973,49,0.7142857142857143
soft rock,1970,1974,1970_1974,56,0.7321428571428571
soft rock,1971,1975,1971_1975,63,0.7619047619047619
soft rock,1972,1976,1972_1976,67,0.7611940298507462
soft rock,1973,1977,1973_1977,56,0.8392857142857143
soft rock,1974,1978,1974_1978,66,0.8181818181818182
soft rock,1975,1979,1975_1979,80,0.8
soft rock,1976,1980,1976_1980,83,0.8072289156626506
soft rock,1977,1981,1977_1981,77,0.7532467532467533
soft rock,1978,1982,1978_1982,70,0.7285714285714285
soft rock,1979,1983,1979_1983,54,0.7407407407407407
soft rock,1980,1984,1980_1984,37,0.7297297297297297
soft rock,1981,1985,1981_1985,32,0.625
soft rock,1982,1986,1982_1986,38,0.7368421052631579
soft rock,1983,1987,1983_1987,42,0.7380952380952381
soft rock,1984,1988,1984_1988,46,0.7391304347826086
soft rock,1985,1989,1985_1989,64,0.703125
soft rock,1986,1990,1986_1990,56,0.7321428571428571
soft rock,1987,1991,1987_1991,47,0.723404255319149
soft rock,1988,1992,1988_1992,39,0.7435897435897436
soft rock,1989,1993,1989_1993,43,0.6976744186046512
soft rock,1990,1994,1990_1994,23,0.782608695652174
soft rock,1991,1995,1991_1995,26,0.7307692307692307
soft rock,1992,1996,1992_1996,25,0.72
soft rock,1993,1997,1993_1997,32,0.78125
soft rock,1994,1998,1994_1998,22,0.8636363636363636
soft rock,1995,1999,1995_1999,24,0.75
soft rock,1996,2000,1996_2000,20,0.75
soft rock,1997,2001,1997_2001,24,0.7083333333333334
soft rock,1998,2002,1998_2002,24,0.7083333333333334
soft rock,1999,2003,1999_2003,27,0.6666666666666666
soft rock,2000,2004,2000_2004,30,0.7333333333333333
soft rock,2001,2005,2001_2005,36,0.7222222222222222
soft rock,2002,2006,2002_2006,37,0.7567567567567568
soft rock,2003,2007,2003_2007,32,0.71875
soft rock,2004,2008,2004_2008,32,0.6875
soft rock,2005,2009,2005_2009,33,0.7272727272727273
soft rock,2006,2010,2006_2010,31,0.7419354838709677
soft rock,2007,2011,2007_2011,34,0.7058823529411765
soft rock,2008,2012,2008_2012,46,0.6956521739130435
soft rock,2009,2013,2009_2013,44,0.7272727272727273
soft rock,2010,2014,2010_2014,49,0.7346938775510204
soft rock,2011,2015,2011_2015,53,0.7924528301886793
soft rock,2012,2016,2012_2016,52,0.8269230769230769
soft rock,2013,2017,2013_2017,56,0.8571428571428571
soft rock,2014,2018,2014_2018,73,0.7945205479452054
soft rock,2015,2019,2015_2019,64,0.75
soul,1955,1959,1955_1959,20,0.9
soul,1956,1960,1956_1960,29,0.896551724137931
soul,1957,1961,1957_1961,34,0.8823529411764706
soul,1958,1962,1958_1962,31,0.9032258064516129
soul,1959,1963,1959_1963,32,0.90625
soul,1960,1964,1960_1964,63,0.9047619047619048
soul,1961,1965,1961_1965,73,0.8904109589041096
soul,1962,1966,1962_1966,87,0.8620689655172413
soul,1963,1967,1963_1967,110,0.8272727272727273
soul,1964,1968,1964_1968,144,0.8194444444444444
soul,1965,1969,1965_1969,133,0.7894736842105263
soul,1966,1970,1966_1970,153,0.7712418300653595
soul,1967,1971,1967_1971,150,0.7733333333333333
soul,1968,1972,1968_1972,164,0.75
soul,1969,1973,1969_1973,152,0.6973684210526315
soul,1970,1974,1970_1974,140,0.6785714285714286
soul,1971,1975,1971_1975,123,0.6341463414634146
soul,1972,1976,1972_1976,122,0.5983606557377049
soul,1973,1977,1973_1977,93,0.5698924731182796
soul,1974,1978,1974_1978,79,0.5443037974683544
soul,1975,1979,1975_1979,84,0.5357142857142857
soul,1976,1980,1976_1980,75,0.5733333333333334
soul,1977,1981,1977_1981,74,0.5675675675675675
soul,1978,1982,1978_1982,83,0.5783132530120482
soul,1979,1983,1979_1983,75,0.6266666666666667
soul,1980,1984,1980_1984,70,0.6
soul,1981,1985,1981_1985,82,0.5853658536585366
soul,1982,1986,1982_1986,87,0.632183908045977
soul,1983,1987,1983_1987,95,0.6842105263157895
soul,1984,1988,1984_1988,105,0.6761904761904762
soul,1985,1989,1985_1989,121,0.7107438016528925
soul,1986,1990,1986_1990,120,0.75
soul,1987,1991,1987_1991,132,0.7424242424242424
soul,1988,1992,1988_1992,137,0.6861313868613139
soul,1989,1993,1989_1993,149,0.7114093959731543
soul,1990,1994,1990_1994,157,0.6560509554140127
soul,1991,1995,1991_1995,166,0.6325301204819277
soul,1992,1996,1992_1996,178,0.601123595505618
soul,1993,1997,1993_1997,186,0.5752688172043011
soul,1994,1998,1994_1998,214,0.5
soul,1995,1999,1995_1999,225,0.5244444444444445
soul,1996,2000,1996_2000,228,0.49122807017543857
soul,1997,2001,1997_2001,240,0.4708333333333333
soul,1998,2002,1998_2002,271,0.4797047970479705
soul,1999,2003,1999_2003,274,0.5145985401459854
soul,2000,2004,2000_2004,270,0.48148148148148145
soul,2001,2005,2001_2005,306,0.5065359477124183
soul,2002,2006,2002_2006,326,0.5644171779141104
soul,2003,2007,2003_2007,336,0.5863095238095238
soul,2004,2008,2004_2008,395,0.6050632911392405
soul,2005,2009,2005_2009,430,0.6209302325581395
soul,2006,2010,2006_2010,454,0.6101321585903083
soul,2007,2011,2007_2011,486,0.6008230452674898
soul,2008,2012,2008_2012,527,0.5958254269449715
soul,2009,2013,2009_2013,516,0.5794573643410853
soul,2010,2014,2010_2014,592,0.5827702702702703
soul,2011,2015,2011_2015,637,0.5682888540031397
soul,2012,2016,2012_2016,769,0.5357607282184655
soul,2013,2017,2013_2017,883,0.5300113250283126
soul,2014,2018,2014_2018,1105,0.5095022624434389
soul,2015,2019,2015_2019,1070,0.505607476635514
