feature,genre,n_valid_windows,first_window,last_window,first_value,last_value,last_minus_first,mean_value,median_value
tempo,mpb,53,1963,2015,111.58609999999999,121.77690928725703,10.19080928725704,118.91148029110279,119.18328787878788
tempo,new wave,43,1973,2015,128.20503703703704,125.96258407079647,-2.2424529662405774,125.90149945902486,124.97310256410256
tempo,pop,57,1959,2015,111.03390909090909,119.5489806763285,8.515071585419406,120.0386735904805,120.07083404255319
tempo,pop rock,32,1982,2015,120.28690476190476,126.10939819819819,5.822493436293428,124.9100965225048,126.50465811965812
tempo,post-hardcore,35,1981,2015,115.77280952380951,132.03546481178395,16.26265528797444,128.87558297832692,130.92897297297299
tempo,post-punk,43,1973,2015,125.08492592592593,130.28808141962423,5.203155493698304,130.00728388227472,130.32140378548897
tempo,power metal,34,1981,2015,134.481625,128.458472303207,-6.023152696793005,128.35210026621377,128.66207754945296
tempo,progressive metal,32,1984,2015,124.35966666666666,127.44972562358276,3.09005895691611,123.40353525403837,124.08925050330745
tempo,progressive rock,53,1963,2015,120.95768,121.34052515723269,0.3828451572326941,121.72727209464675,121.5733125
tempo,psychedelic rock,48,1963,2015,114.63847115384615,121.41760843373494,6.779137279888786,119.8495723574497,120.51980008705385
tempo,punk,47,1969,2015,126.0125185185185,132.99994156928213,6.987423050763624,137.3304351644891,136.907125
tempo,rap,32,1984,2015,112.83217391304348,122.32595286963132,9.493778956587846,112.74335395170901,111.48373645096058
tempo,reggae,42,1969,2015,120.84196428571428,122.81144278606965,1.9694785003553648,120.90972080592667,121.40307437132157
tempo,rock,61,1955,2015,122.29822727272727,124.66910399159663,2.3708767188693542,123.82654288140833,123.69457692307694
tempo,samba,42,1963,2015,107.2612,118.95616037735849,11.694960377358484,111.95173092386146,111.91567916666668
tempo,shoegaze,35,1981,2015,133.32716,125.47897900763358,-7.848180992366409,124.80724544387319,123.72669008264462
tempo,singer-songwriter,56,1960,2015,131.35340000000002,117.18789016897081,-14.165509831029212,117.90106230515637,118.27016235294117
tempo,soft rock,49,1967,2015,112.02738095238094,119.391984375,7.364603422619069,120.73947242746704,120.86399999999999
tempo,soul,61,1955,2015,125.47265,116.12961588785046,-9.343034112149539,114.93268446648443,115.50182103610676
tempo,soundtrack,44,1965,2015,118.43142857142857,112.79608125,-5.6353473214285685,111.2862475893719,110.96708572635134
tempo,synthpop,41,1975,2015,120.63050000000001,120.13163885955649,-0.49886114044352325,122.69743058300708,122.37748148148148
tempo,thrash metal,37,1979,2015,151.98020833333334,126.54036320754717,-25.439845125786164,125.64087293619154,125.33501265822785
duration_ms,alternative rock,37,1979,2015,227990.26666666666,235396.27272727274,7406.006060606072,231903.73488282124,236985.707641196
duration_ms,ambient,43,1971,2015,510302.3,268939.2615803815,-241363.0384196185,324933.6620439216,312086.9692307692
duration_ms,black metal,36,1980,2015,210671.35,359586.6646884273,148915.3146884273,326806.4381455599,332594.7379652498
duration_ms,blues,61,1955,2015,192094.23255813954,242871.865942029,50777.63338388945,236901.86555823986,240741.52702702704
duration_ms,bossa nova,54,1960,2015,167336.15,192204.0625,24867.912500000006,207236.74391582585,209323.7052469136
